Interval=	0,005 s
ExcelDateTime=	4,2821680721150136e+04	03/27/17 16:20:14,307372
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	LV Pressure	Aortic Pressure	Aortic Flow	LVAD Flow
246,66	-0,6759582	101,413	4,326287	4,175543
246,665	-0,7546752	101,022	4,419047	4,175543
246,67	-0,7546752	100,5528	4,333422	4,166948
246,675	-0,5185243	100,4746	4,433317	4,162036
246,68	-0,5972413	100,0836	4,361964	4,163264
246,685	-0,5972413	100,1618	4,454723	4,179226
246,69	-0,7546752	100,24	4,304881	4,187821
246,695	-0,5972413	100,3964	4,483265	4,205011
246,7	-0,5972413	100,4746	4,304881	4,219745
246,705	-0,5972413	100,3182	4,476129	4,233251
246,71	-0,5185243	100,0836	4,38337	4,241846
246,715	-0,4398074	99,77077	4,504671	4,252897
246,72	-0,3610904	99,84897	4,312016	4,257808
246,725	-0,3610904	99,69257	4,526077	4,261492
246,73	-0,2823734	99,77077	4,404776	4,260264
246,735	-0,3610904	99,92718	4,58316	4,271315
246,74	-0,4398074	100,0836	4,533212	4,281137
246,745	-0,5185243	100,0836	4,668784	4,288505
246,75	-1,069543	99,84897	4,661648	4,295872
246,755	-1,935429	99,61437	4,683054	4,297099
246,76	-3,588485	99,22335	4,675919	4,294644
246,765	-5,556409	98,59773	4,697325	4,282365
246,77	-7,366899	98,59773	4,668784	4,266403
246,775	-9,177389	98,36312	4,661648	4,255353
246,78	-10,20071	98,44132	4,675919	4,240619
246,785	-11,38146	98,12851	4,647378	4,229568
246,79	-11,46018	97,8939	4,69019	4,220973
246,795	-10,98788	98,12851	4,590295	4,212378
246,8	-10,12199	97,7375	4,661648	4,208695
246,805	-9,256106	97,50289	4,618836	4,195188
246,81	-8,154069	96,72086	4,568889	4,195188
246,815	-7,052031	96,87726	4,618836	4,187821
246,82	-5,871277	97,11187	4,604566	4,187821
246,825	-4,375655	97,50289	4,633107	4,19396
246,83	-3,273618	97,7375	4,654513	4,212378
246,835	-2,801316	97,50289	4,654513	4,234479
246,84	-2,329014	97,7375	4,625972	4,252897
246,845	-2,17158	97,8157	4,618836	4,267631
246,85	-2,250297	97,8157	4,70446	4,294644
246,855	-2,407731	98,05031	4,604566	4,310606
246,86	-2,880033	98,12851	4,654513	4,333935
246,865	-3,352335	98,28492	4,511806	4,360948
246,87	-3,824636	98,75413	4,69019	4,391644
246,875	-4,060787	99,14515	4,461859	4,412517
246,88	-4,533089	99,22335	4,633107	4,432163
246,885	-4,847957	99,30155	4,533212	4,446897
246,89	-5,241541	99,22335	4,661648	4,457947
246,895	-5,320258	98,91054	4,554618	4,449352
246,9	-5,398975	98,67593	4,825761	4,446897
246,905	-5,398975	98,51953	4,69019	4,444441
246,91	-5,477692	98,28492	4,790085	4,449352
246,915	-5,477692	98,36312	4,761543	4,45058
246,92	-4,76924	98,12851	4,918521	4,468998
246,925	-2,407731	98,20671	4,79722	4,470226
246,93	2,866305	98,28492	4,947062	4,481276
246,935	10,50185	98,51953	4,882844	4,493555
246,94	18,37354	98,59773	4,961333	4,527935
246,945	25,37935	98,51953	4,847167	4,575821
246,95	32,07029	99,53616	5,11831	4,647036
246,955	39,46969	101,1002	4,989874	4,731757
246,96	46,63293	102,8207	5,175393	4,842263
246,965	52,69413	103,9937	5,082634	4,957681
246,97	57,57459	104,854	5,417995	5,08906
246,975	61,58915	105,7142	5,225341	5,227807
246,98	65,68243	107,2	5,525025	5,373921
246,985	68,59496	108,4513	5,489348	5,526174
246,99	70,6416	109,3115	5,774762	5,683338
246,995	71,74364	110,4846	5,767627	5,846641
247	72,84567	111,423	6,074447	6,013629
247,005	73,79028	112,7525	6,13153	6,170793
247,01	74,18386	113,9255	6,324184	6,329185
247,015	74,49873	114,6293	6,488297	6,481438
247,02	74,49873	114,8639	6,673816	6,628779
247,025	74,02643	114,9421	6,773711	6,768754
247,03	73,79028	115,0203	6,952094	6,890311
247,035	73,39669	114,9421	7,137613	7,002045
247,04	73,16054	114,8639	7,266049	7,097817
247,045	72,53081	113,9255	7,37308	7,182538
247,05	71,66492	113,0653	7,537193	7,259892
247,055	70,79903	112,3614	7,644223	7,331108
247,06	70,01186	111,8922	7,779794	7,385133
247,065	68,75239	111,032	7,829742	7,430563
247,07	67,72907	110,4064	7,922501	7,471082
247,075	66,23345	108,9987	7,936772	7,50669
247,08	64,97398	108,2949	8,00099	7,536158
247,085	63,95066	107,6693	8,050937	7,55212
247,09	62,45504	106,809	8,079479	7,566854
247,095	60,48711	106,1052	8,136562	7,581588
247,1	59,14892	105,245	8,10802	7,581588
247,105	57,6533	104,6976	8,165103	7,590183
247,11	56,07896	104,4629	8,10802	7,593867
247,115	53,79617	103,6809	8,20078	7,592639
247,12	52,0644	103,8373	8,029531	7,581588
247,125	50,17519	103,9155	8,165103	7,574221
247,13	48,67957	103,9155	7,986719	7,559487
247,135	47,02651	103,6809	8,129426	7,543525
247,14	45,29474	103,6027	7,936772	7,510373
247,145	43,56297	103,6027	8,079479	7,480905
247,15	41,51633	103,9155	7,879689	7,43793
247,155	39,62712	103,9155	7,886825	7,387588
247,16	37,50176	103,7591	7,6799	7,328652
247,165	35,53384	103,6809	7,665629	7,274627
247,17	33,72335	103,5245	7,430162	7,202184
247,175	32,07029	103,9937	7,437298	7,134652
247,18	30,18109	104,6194	7,301726	7,057298
247,185	28,44931	104,0719	7,308862	6,981171
247,19	26,71754	103,9937	7,144749	6,893994
247,195	24,82833	103,8373	7,187561	6,79945
247,2	22,62426	103,5245	6,952094	6,704906
247,205	20,10532	103,2117	7,002042	6,614045
247,21	17,82253	103,4463	6,802252	6,524413
247,215	16,24819	103,7591	6,887876	6,437235
247,22	14,12283	103,9937	6,581056	6,345147
247,225	11,13158	104,2283	6,745169	6,253059
247,23	6,408567	103,8373	6,54538	6,14378
247,235	0,8196639	103,3681	6,581056	6,020996
247,24	-4,060787	102,5079	6,324184	5,8933
247,245	-7,917918	101,8823	6,366996	5,754553
247,25	-10,67301	101,3348	6,102988	5,607211
247,255	-11,77505	101,022	6,074447	5,461098
247,26	-12,08992	100,7092	5,881792	5,324807
247,265	-11,38146	100,4746	5,753356	5,190972
247,27	-10,43686	100,24	5,632055	5,058364
247,275	-9,807125	100,0054	5,446536	4,92944
247,28	-8,783804	99,69257	5,360912	4,805428
247,285	-7,681767	99,61437	5,153987	4,685099
247,29	-6,343579	99,92718	5,032686	4,580732
247,295	-5,320258	100,7092	4,882844	4,491099
247,3	-4,296938	101,2566	4,804355	4,410061
247,305	-3,431052	102,3515	4,647378	4,340074
247,31	-2,486448	103,1335	4,59743	4,281137
247,315	-1,699279	104,4629	4,533212	4,239391
247,32	-1,384411	105,4014	4,497535	4,209922
247,325	-0,6759582	106,5744	4,454723	4,176771
247,33	-0,5972413	107,4347	4,390505	4,154669
247,335	-0,5972413	108,2167	4,312016	4,135024
247,34	-0,2823734	108,7641	4,212122	4,12029
247,345	-0,2823734	109,5461	4,112227	4,096961
247,35	0,03249436	110,25	4,204986	4,083454
247,355	0,03249436	110,3282	4,07655	4,067492
247,36	0,4260791	110,8756	4,112227	4,039252
247,365	0,4260791	110,641	4,062279	4,007328
247,37	0,4260791	110,7974	4,204986	3,987682
247,375	0,1899283	110,641	3,990926	3,96067
247,38	0,03249436	110,1718	4,133633	3,936113
247,385	-0,2823734	109,7025	3,912437	3,912784
247,39	-0,2823734	109,4679	4,048009	3,902961
247,395	-0,1249395	109,2333	3,776866	3,889455
247,4	-0,1249395	109,2333	4,033738	3,879632
247,405	-0,5185243	109,0769	3,869625	3,867353
247,41	-0,7546752	108,3731	4,019467	3,868581
247,415	-0,990826	107,9821	3,983791	3,853847
247,42	-1,14826	107,5911	4,212122	3,845252
247,425	-1,069543	106,8872	4,133633	3,836657
247,43	-0,9121091	106,809	4,333422	3,837885
247,435	-1,14826	106,5744	4,297746	3,835429
247,44	-1,069543	106,5744	4,419047	3,834201
247,445	-0,6759582	106,4962	4,269204	3,832974
247,45	-0,2823734	105,9488	4,426182	3,836657
247,455	-0,3610904	105,245	4,247798	3,830518
247,46	-0,5185243	104,5411	4,312016	3,824379
247,465	-0,5185243	104,0719	4,155039	3,820695
247,47	-0,5185243	103,8373	4,319152	3,814556
247,475	-0,3610904	103,8373	4,069415	3,804733
247,48	-0,5185243	103,6027	4,212122	3,804733
247,485	-0,2823734	103,3681	4,040873	3,813328
247,49	-0,04622259	103,6809	4,126497	3,832974
247,495	0,03249436	103,9937	3,990926	3,853847
247,5	-0,04622259	104,0719	4,162174	3,879632
247,505	-0,3610904	104,2283	4,062279	3,912784
247,51	-0,5972413	104,0719	4,090821	3,933657
247,515	-0,8333921	104,3847	4,105091	3,95453
247,52	-0,990826	104,5411	4,105091	3,972948
247,525	-1,305694	104,6194	4,048009	3,981543
247,53	-1,541845	104,7758	3,998061	3,992594
247,535	-1,620562	104,4629	4,07655	4,004872
247,54	-1,463128	104,3847	4,026603	4,017151
247,545	-1,226977	104,4629	4,083685	4,029429
247,55	-0,8333921	104,6194	4,07655	4,033113
247,555	-0,6759582	104,4629	4,112227	4,035568
247,56	-0,4398074	104,2283	4,119362	4,039252
247,565	-0,4398074	103,6809	4,190716	4,036796
247,57	-0,2036565	103,1335	4,219257	4,036796
247,575	0,03249436	103,0553	4,240663	4,050302
247,58	-0,04622259	102,8207	4,283475	4,065037
247,585	-0,04622259	102,8207	4,312016	4,08591
247,59	-0,04622259	103,2899	4,312016	4,105555
247,595	-0,04622259	103,5245	4,304881	4,126429
247,6	0,03249436	103,6809	4,312016	4,143619
247,605	-0,1249395	103,3681	4,38337	4,152214
247,61	-0,04622259	102,9771	4,340558	4,154669
247,615	-0,3610904	102,4297	4,454723	4,162036
247,62	-0,3610904	102,3515	4,312016	4,159581
247,625	-0,2823734	101,9605	4,504671	4,169403
247,63	-0,3610904	101,9605	4,376235	4,174315
247,635	-0,3610904	101,7258	4,540348	4,187821
247,64	-0,5972413	101,4912	4,361964	4,202555
247,645	-0,5972413	101,3348	4,633107	4,214834
247,65	-0,6759582	100,7874	4,447588	4,22834
247,655	-0,5972413	100,7092	4,576024	4,244302
247,66	-0,6759582	100,3964	4,411911	4,240619
247,665	-0,6759582	100,3182	4,483265	4,244302
247,67	-0,5185243	100,24	4,319152	4,250441
247,675	-0,5185243	100,5528	4,397641	4,267631
247,68	-0,4398074	100,631	4,369099	4,27991
247,685	-0,3610904	100,5528	4,468994	4,293416
247,69	-0,5185243	100,5528	4,340558	4,302011
247,695	-0,2823734	100,3182	4,497535	4,309378
247,7	-0,3610904	100,0054	4,38337	4,303239
247,705	-0,4398074	99,61437	4,4904	4,294644
247,71	-0,5185243	99,30155	4,447588	4,29096
247,715	-0,4398074	99,30155	4,58316	4,287277
247,72	-0,5185243	99,22335	4,483265	4,289732
247,725	-0,6759582	99,69257	4,70446	4,295872
247,73	-1,069543	99,69257	4,58316	4,309378
247,735	-1,856712	99,69257	4,711596	4,315517
247,74	-3,509768	99,37976	4,540348	4,313061
247,745	-5,477692	98,91054	4,69019	4,306922
247,75	-7,130748	98,83234	4,540348	4,297099
247,755	-9,019955	98,28492	4,58316	4,281137
247,76	-10,27943	98,05031	4,4904	4,266403
247,765	-11,22403	97,8157	4,518941	4,251669
247,77	-11,61761	97,58109	4,511806	4,239391
247,775	-11,22403	97,8157	4,504671	4,220973
247,78	-10,43686	97,9721	4,561754	4,214834
247,785	-9,570974	97,58109	4,533212	4,208695
247,79	-8,390219	96,95547	4,668784	4,196416
247,795	-7,209465	97,03367	4,568889	4,177998
247,8	-5,949994	96,87726	4,618836	4,168176
247,805	-4,375655	97,11187	4,540348	4,164492
247,81	-3,352335	97,03367	4,518941	4,162036
247,815	-2,722599	96,87726	4,447588	4,169403
247,82	-2,329014	97,50289	4,454723	4,191505
247,825	-2,014146	97,8939	4,476129	4,21115
247,83	-2,17158	98,12851	4,511806	4,235707
247,835	-2,250297	98,59773	4,518941	4,259036
247,84	-2,880033	98,59773	4,554618	4,29096
247,845	-3,194901	98,67593	4,533212	4,316745
247,85	-3,745919	98,98874	4,633107	4,343758
247,855	-4,296938	99,37976	4,58316	4,368315
247,86	-4,533089	99,61437	4,70446	4,401466
247,865	-4,690523	99,69257	4,647378	4,42234
247,87	-5,084107	99,37976	4,875709	4,444441
247,875	-5,162824	99,22335	4,69019	4,454264
247,88	-5,320258	98,98874	4,861438	4,461631
247,885	-5,241541	98,67593	4,697325	4,457947
247,89	-5,398975	98,28492	4,832897	4,461631
247,895	-5,556409	98,28492	4,618836	4,466542
247,9	-4,926674	98,05031	4,861438	4,476365
247,905	-2,722599	98,05031	4,654513	4,482504
247,91	2,315286	98,44132	4,825761	4,496011
247,915	9,714679	98,51953	4,69019	4,511973
247,92	17,74381	98,98874	4,875709	4,541441
247,925	24,90705	98,83234	4,718731	4,578276
247,93	31,44056	99,45796	4,847167	4,638441
247,935	38,76123	100,8656	4,847167	4,714567
247,94	46,08191	102,3515	4,975604	4,807884
247,945	52,30055	103,5245	4,982739	4,926985
247,95	57,10228	104,4629	5,225341	5,066959
247,955	61,51043	105,636	5,196799	5,219212
247,96	65,44628	107,3565	5,375183	5,366554
247,965	68,43753	108,9205	5,432266	5,517579
247,97	70,40545	109,8589	5,753356	5,677199
247,975	71,66492	110,641	5,689138	5,833135
247,98	73,00311	111,5794	6,017364	5,986616
247,985	73,86899	112,596	6,045905	6,14378
247,99	74,26258	114,1601	6,359861	6,304628
247,995	74,49873	114,6293	6,309913	6,450742
248	74,57745	114,7857	6,688086	6,5944
248,005	74,10515	114,8639	6,723763	6,734374
248,01	73,79028	114,4729	7,009177	6,865754
248,015	73,63284	114,8639	7,123343	6,982399
248,02	73,23926	114,9421	7,330268	7,087994
248,025	72,60952	114,0819	7,401621	7,189905
248,03	71,82235	113,6909	7,551463	7,280766
248,035	70,79903	113,0653	7,715576	7,354437
248,04	70,09058	112,5178	7,772659	7,419512
248,045	68,75239	111,5794	7,929637	7,477221
248,05	67,57164	111,1102	8,022396	7,526335
248,055	66,23345	109,7807	8,157968	7,561943
248,06	65,21013	108,9205	8,179374	7,595094
248,065	64,18681	108,1385	8,293539	7,622107
248,07	62,7699	107,3565	8,300675	7,629474
248,075	60,80198	106,418	8,30781	7,63193
248,08	59,22764	105,4014	8,343487	7,639297
248,085	57,6533	104,6976	8,357757	7,638069
248,09	56,39383	104,4629	8,300675	7,628246
248,095	54,11104	103,8373	8,329216	7,623335
248,1	52,22183	103,4463	8,272133	7,607373
248,105	50,41134	103,4463	8,21505	7,600006
248,11	48,75829	103,2899	8,129426	7,576677
248,115	47,10523	103,1335	8,122291	7,550892
248,12	45,53089	102,9771	7,958178	7,518968
248,125	43,7204	102,8207	8,022396	7,474766
248,13	41,67376	102,9771	7,858283	7,42688
248,135	39,62712	103,1335	7,958178	7,380221
248,14	37,81663	103,0553	7,687035	7,320057
248,145	35,84871	103,3681	7,815471	7,257437
248,15	34,03822	103,2899	7,558599	7,180082
248,155	32,46388	103,4463	7,615681	7,10764
248,16	30,41724	103,8373	7,38735	7,029057
248,165	28,60675	103,5245	7,48011	6,949247
248,17	26,79626	103,5245	7,166155	6,866982
248,175	25,06448	103,3681	7,237508	6,790855
248,18	22,70298	103,2117	7,044854	6,708589
248,185	20,18403	103,4463	7,059124	6,627552
248,19	18,05868	104,0719	6,845064	6,536691
248,195	16,24819	104,3065	6,887876	6,46302
248,2	14,4377	104,3847	6,66668	6,381982
248,205	11,44645	104,3847	6,623868	6,283755
248,21	6,802152	103,9155	6,366996	6,175704
248,215	1,291966	103,2899	6,45262	6,060287
248,22	-3,667202	102,5079	6,188612	5,926451
248,225	-7,760484	102,0387	6,274236	5,785249
248,23	-10,51558	101,4912	6,074447	5,644047
248,235	-11,93248	101,1784	6,110124	5,497933
248,24	-12,0112	100,9438	5,831845	5,354275
248,245	-11,30275	100,9438	5,860386	5,215528
248,25	-10,51558	100,631	5,567837	5,08906
248,255	-9,649691	100,8656	5,539296	4,966276
248,26	-8,783804	100,3964	5,268153	4,834896
248,265	-7,839201	100,4746	5,275288	4,718251
248,27	-6,57973	100,4746	5,111175	4,612656
248,275	-5,320258	101,1002	5,032686	4,510745
248,28	-4,533089	101,413	4,925656	4,419884
248,285	-3,667202	102,1169	4,790085	4,346213
248,29	-2,565165	103,1335	4,633107	4,29096
248,295	-1,856712	104,3847	4,426182	4,240619
248,3	-1,305694	105,4796	4,433317	4,209922
248,305	-0,7546752	106,7308	4,283475	4,189049
248,31	-0,6759582	107,4347	4,319152	4,168176
248,315	-0,5185243	108,2949	4,233528	4,141163
248,32	-0,3610904	108,7641	4,262069	4,122745
248,325	-0,1249395	109,4679	4,162174	4,104328
248,33	0,1899283	110,25	4,16931	4,092049
248,335	0,1112113	110,4846	4,147904	4,074859
248,34	0,3473622	111,032	4,176445	4,062581
248,345	0,4260791	110,7974	4,147904	4,042935
248,35	0,4260791	110,9538	4,197851	4,020834
248,355	0,2686452	110,641	4,069415	3,982771
248,36	0,03249436	110,25	4,083685	3,953303
248,365	-0,2036565	109,5461	3,948114	3,925062
248,37	-0,2823734	109,0769	4,062279	3,901733
248,375	-0,2036565	109,0769	3,898166	3,879632
248,38	-0,04622259	108,9987	4,083685	3,872265
248,385	-0,3610904	108,9987	3,933843	3,86367
248,39	-0,6759582	108,6859	4,240663	3,856303
248,395	-0,990826	108,4513	4,033738	3,845252
248,4	-1,14826	108,0603	4,319152	3,845252
248,405	-0,990826	107,2	4,126497	3,830518
248,41	-0,7546752	106,8872	4,361964	3,823151
248,415	-1,069543	106,4962	4,18358	3,819467
248,42	-0,990826	106,2616	4,376235	3,826834
248,425	-0,5972413	106,418	4,190716	3,824379
248,43	-0,1249395	105,9488	4,319152	3,830518
248,435	-0,2823734	105,245	4,147904	3,832974
248,44	-0,3610904	104,9322	4,27634	3,839113
248,445	-0,4398074	104,5411	4,147904	3,835429
248,45	-0,5185243	104,3847	4,269204	3,840341
248,455	-0,5185243	104,1501	4,197851	3,848936
248,46	-0,3610904	103,9937	4,29061	3,86367
248,465	-0,2823734	104,1501	4,190716	3,878404
248,47	-0,1249395	104,3847	4,269204	3,893138
248,475	-0,2036565	104,7758	4,07655	3,914011
248,48	-0,2036565	104,854	4,190716	3,931201
248,485	-0,4398074	104,6976	4,062279	3,939796
248,49	-0,6759582	104,3847	4,204986	3,949619
248,495	-0,7546752	104,2283	4,119362	3,950847
248,5	-0,9121091	104,3847	4,247798	3,938568
248,505	-1,305694	104,2283	4,097956	3,933657
248,51	-1,384411	104,3847	4,190716	3,936113
248,515	-1,226977	104,3847	4,105091	3,948391
248,52	-1,069543	103,9937	4,105091	3,955758
248,525	-1,069543	104,1501	4,105091	3,966809
248,53	-0,8333921	104,2283	4,112227	3,980315
248,535	-0,5185243	103,8373	4,240663	3,987682
248,54	-0,5185243	103,6809	4,126497	3,985227
248,545	-0,3610904	103,1335	4,212122	3,993821
248,55	-0,2036565	102,8207	4,240663	4,002416
248,555	-0,2036565	102,8989	4,354829	4,017151
248,56	-0,1249395	102,8207	4,283475	4,02329
248,565	-0,1249395	102,9771	4,476129	4,045391
248,57	-0,2036565	103,1335	4,426182	4,071176
248,575	-0,3610904	103,3681	4,518941	4,098188
248,58	-0,4398074	103,3681	4,497535	4,12029
248,585	-0,3610904	103,2899	4,561754	4,143619
248,59	-0,5185243	103,1335	4,540348	4,154669
248,595	-0,6759582	102,7425	4,526077	4,163264
248,6	-0,5972413	102,3515	4,447588	4,169403
248,605	-0,5972413	102,1951	4,447588	4,177998
248,61	-0,6759582	101,9605	4,326287	4,18291
248,615	-0,6759582	101,4912	4,390505	4,187821
248,62	-0,6759582	101,3348	4,262069	4,18291
248,625	-0,6759582	101,1002	4,397641	4,189049
248,63	-0,6759582	100,7092	4,319152	4,191505
248,635	-0,6759582	100,631	4,497535	4,195188
248,64	-0,5972413	100,24	4,340558	4,19396
248,645	-0,6759582	100,0054	4,568889	4,197644
248,65	-0,6759582	99,92718	4,304881	4,197644
248,655	-0,5972413	99,92718	4,461859	4,206239
248,66	-0,4398074	100,1618	4,219257	4,21115
248,665	-0,4398074	100,3964	4,461859	4,227112
248,67	-0,4398074	100,1618	4,240663	4,224657
248,675	-0,4398074	100,0054	4,476129	4,229568
248,68	-0,3610904	99,77077	4,433317	4,238163
248,685	-0,2036565	99,69257	4,59743	4,239391
248,69	-0,3610904	99,69257	4,440453	4,239391
248,695	-0,4398074	99,37976	4,58316	4,241846
248,7	-0,7546752	99,37976	4,483265	4,239391
248,705	-0,7546752	99,30155	4,540348	4,238163
248,71	-1,226977	99,22335	4,447588	4,238163
248,715	-2,092863	99,30155	4,554618	4,243074
248,72	-3,431052	99,22335	4,454723	4,24553
248,725	-5,241541	98,91054	4,568889	4,240619
248,73	-7,288182	98,75413	4,468994	4,22834
248,735	-8,783804	98,59773	4,611701	4,220973
248,74	-10,12199	98,36312	4,461859	4,201327
248,745	-10,98788	97,8939	4,59743	4,186593
248,75	-11,46018	97,65929	4,454723	4,170631
248,755	-11,22403	97,7375	4,504671	4,162036
248,76	-10,51558	97,7375	4,419047	4,160809
248,765	-9,570974	97,65929	4,526077	4,157125
248,77	-8,468936	97,50289	4,454723	4,159581
248,775	-7,366899	97,50289	4,526077	4,157125
248,78	-6,028711	97,26828	4,568889	4,147302
248,785	-4,76924	97,34648	4,561754	4,14853
248,79	-3,509768	97,26828	4,625972	4,160809
248,795	-2,880033	97,34648	4,511806	4,175543
248,8	-2,643882	97,8157	4,611701	4,2001
248,805	-2,329014	98,67593	4,511806	4,224657
248,81	-2,17158	98,98874	4,576024	4,252897
248,815	-2,407731	99,45796	4,504671	4,277454
248,82	-2,880033	99,22335	4,568889	4,300783
248,825	-3,116184	99,14515	4,504671	4,319201
248,83	-3,667202	98,98874	4,590295	4,343758
248,835	-4,218221	98,91054	4,533212	4,351125
248,84	-4,375655	98,91054	4,590295	4,364631
248,845	-4,847957	98,67593	4,604566	4,380593
248,85	-5,084107	98,67593	4,654513	4,406378
248,855	-5,084107	98,67593	4,604566	4,413745
248,86	-5,320258	98,75413	4,675919	4,418656
248,865	-5,320258	98,59773	4,604566	4,42234
248,87	-5,477692	98,12851	4,725866	4,430935
248,875	-5,556409	97,8157	4,568889	4,428479
248,88	-5,005391	97,50289	4,697325	4,435846
248,885	-3,037467	97,50289	4,518941	4,440758
248,89	1,764267	98,05031	4,747273	4,454264
248,895	9,006227	98,12851	4,561754	4,473909
248,9	16,95664	98,67593	4,889979	4,5132
248,905	24,11988	98,75413	4,654513	4,568454
248,91	30,81082	99,37976	4,968468	4,640896
248,915	37,97406	100,8656	4,754408	4,717023
248,92	45,45218	102,5861	5,032686	4,817706
248,925	51,74953	103,7591	4,918521	4,928212
248,93	56,78742	104,6976	5,168258	5,054681
248,935	60,95941	105,5578	5,161123	5,193427
248,94	64,97398	107,3565	5,360912	5,346908
248,945	68,20137	108,9205	5,368048	5,507756
248,95	70,09058	110,0936	5,653461	5,671059
248,955	71,50749	111,2666	5,689138	5,839274
248,96	72,84567	112,0486	5,967417	6,007489
248,965	73,63284	112,8307	6,03877	6,163426
248,97	74,10515	113,9255	6,324184	6,304628
248,975	74,49873	114,2383	6,34559	6,439691
248,98	74,49873	114,3947	6,588192	6,573526
248,985	74,02643	114,3947	6,588192	6,703678
248,99	73,71156	114,3947	6,966365	6,830146
248,995	73,63284	114,7857	6,994906	6,951703
249	73,16054	114,8639	7,344538	7,062209
249,005	72,53081	114,3165	7,401621	7,160437
249,01	71,74364	113,4563	7,644223	7,251298
249,015	70,72032	112,9089	7,6799	7,334791
249,02	70,01186	112,3614	7,844012	7,399867
249,025	68,90983	111,1884	7,822606	7,453892
249,03	67,88651	110,4846	7,986719	7,499322
249,035	66,39088	109,0769	8,043802	7,545981
249,04	65,13141	108,4513	8,065208	7,584044
249,045	63,79323	107,7475	8,165103	7,617196
249,05	62,69119	107,5129	8,129426	7,644208
249,055	60,8807	106,8872	8,257863	7,665082
249,06	59,30636	106,027	8,21505	7,668765
249,065	57,57459	105,1668	8,314945	7,66631
249,07	56,39383	104,5411	8,243592	7,658942
249,075	54,42591	103,7591	8,279269	7,64912
249,08	52,22183	103,4463	8,236456	7,623335
249,085	50,25391	103,3681	8,243592	7,601234
249,09	48,60085	103,4463	8,122291	7,576677
249,095	47,02651	103,6809	8,193644	7,555803
249,1	45,37346	103,3681	8,043802	7,516512
249,105	43,64169	103,0553	7,986719	7,474766
249,11	41,8312	103,0553	7,886825	7,421968
249,115	39,70584	102,9771	7,901095	7,369171
249,12	37,89535	102,8207	7,687035	7,301639
249,125	36,00614	102,9771	7,69417	7,242703
249,13	34,27437	103,4463	7,530057	7,180082
249,135	32,38516	103,7591	7,644223	7,112551
249,14	30,81082	103,9155	7,401621	7,033969
249,145	29,00033	103,7591	7,551463	6,962754
249,15	27,18984	103,2899	7,287456	6,878032
249,155	25,06448	103,2899	7,315997	6,794539
249,16	22,86041	102,8207	6,952094	6,693855
249,165	20,4989	102,8207	7,116207	6,596855
249,17	18,37354	102,9771	6,723763	6,4974
249,175	16,56305	103,3681	6,873605	6,396717
249,18	14,75256	103,6809	6,638139	6,298489
249,185	11,76132	103,7591	6,75944	6,211312
249,19	7,353171	103,5245	6,495432	6,109401
249,195	1,842984	103,0553	6,495432	6,002578
249,2	-3,273618	102,7425	6,288507	5,888388
249,205	-7,288182	102,3515	6,210018	5,766831
249,21	-10,35814	101,7258	5,946011	5,634224
249,215	-11,93248	101,3348	5,960281	5,49425
249,22	-12,16863	101,022	5,660597	5,354275
249,225	-11,38146	101,2566	5,660597	5,222896
249,23	-10,75173	101,3348	5,475078	5,08906
249,235	-9,807125	101,413	5,460807	4,96382
249,24	-9,019955	100,7874	5,153987	4,848402
249,245	-7,839201	100,7092	5,21107	4,729301
249,25	-6,501013	100,7874	4,939927	4,615112
249,255	-5,556409	101,413	4,90425	4,518112
249,26	-4,611806	101,6476	4,654513	4,429707
249,265	-3,824636	102,4297	4,733002	4,356036
249,27	-2,880033	103,2117	4,518941	4,289732
249,275	-2,092863	104,3065	4,518941	4,244302
249,28	-1,384411	105,4796	4,419047	4,214834
249,285	-0,990826	106,418	4,411911	4,187821
249,29	-0,8333921	107,3565	4,283475	4,169403
249,295	-0,6759582	107,9821	4,247798	4,154669
249,3	-0,4398074	108,4513	4,297746	4,141163
249,305	-0,1249395	109,0769	4,147904	4,127657
249,31	-0,04622259	109,7025	4,190716	4,115378
249,315	0,03249436	110,25	4,105091	4,104328
249,32	0,1112113	110,641	4,18358	4,094505
249,325	0,2686452	110,8756	4,083685	4,072404
249,33	0,3473622	111,032	4,155039	4,05153
249,335	0,1899283	110,9538	4,07655	4,025745
249,34	0,03249436	110,4064	4,105091	3,996277
249,345	-0,2823734	109,6243	4,07655	3,958214
249,35	-0,3610904	108,9987	4,155039	3,929973
249,355	-0,04622259	108,6859	4,119362	3,900505
249,36	-0,1249395	108,2949	4,176445	3,885771
249,365	-0,5185243	108,5295	4,16931	3,869809
249,37	-0,6759582	107,9821	4,247798	3,86367
249,375	-0,9121091	107,7475	4,147904	3,858758
249,38	-1,069543	107,5129	4,247798	3,848936
249,385	-1,069543	106,9654	4,048009	3,837885
249,39	-0,7546752	106,4962	4,247798	3,837885
249,395	-1,069543	106,1834	4,119362	3,835429
249,4	-1,069543	106,1052	4,333422	3,845252
249,405	-0,5972413	106,1834	4,16931	3,844024
249,41	-0,2036565	105,7142	4,411911	3,857531
249,415	-0,3610904	105,3232	4,16931	3,855075
249,42	-0,7546752	105,0104	4,333422	3,857531
249,425	-0,6759582	104,6194	4,07655	3,851391
249,43	-0,5972413	104,2283	4,197851	3,855075
249,435	-0,4398074	104,2283	3,955249	3,84648
249,44	-0,3610904	103,9155	4,090821	3,850163
249,445	-0,04622259	103,5245	3,891031	3,853847
